% Value of the M-functions as a function of h1 for different overlappings
% h1   M_{(11)}^3               M_{(11)^2} M_{(11)}      M_{(11)^3}
0.88   1.3665160587411214       0.00295843583347688      0.000592218910248743
0.881  1.3676983900856232       0.002970012478529016     0.0005876317582029777
0.882  1.3688794759643048       0.0029814748814138703    0.0005830313575878598
0.883  1.3700593182406666       0.00299282336478357      0.0005784179402477108
0.884  1.371237918774854        0.0030040582504289315    0.0005737917363353162
0.885  1.3724152794236555       0.0030151798592732426    0.0005691529743083734
0.886  1.3735914020405142       0.0030261885113835874    0.0005645018809401492
0.887  1.374766288475532        0.003037084525976841     0.0005598386813350231
0.888  1.3759399405754729       0.003047868221417449     0.0005551635989267112
0.889  1.377112360183772        0.003058539915228309     0.0005504768554884798
0.89   1.3782835491405387       0.003069099924091878     0.0005457786711406953
0.891  1.3794535092825653       0.0030795485638568376    0.0005410692643605941
0.892  1.3806222424433292       0.0030898861495396446    0.0005363488519862791
0.893  1.3817897504529995       0.0031001129953296402    0.0005316176492211611
0.894  1.3829560351384453       0.0031102294145974874    0.0005268758696597153
0.895  1.3841210983232388       0.0031202357198953923    0.0005221237252728272
0.896  1.3852849418276603       0.0031301322229593254    0.0005173614264268878
0.897  1.3864475674687056       0.0031399192347207894    0.0005125891818997808
0.898  1.387608977060091        0.0031495970653032668    0.0005078071988706689
0.899  1.3887691724122586       0.0031591660240302133    0.0005030156829430865
0.9    1.389928155332382        0.0031686264194328295    0.0004982148381600382
0.901  1.3910859276243714       0.0031779785592429555    0.0004934048669795743
0.902  1.39224249108888         0.003187222750410834     0.0004885859703285256
0.903  1.3933978475233098       0.0031963592990995604    0.00048375834757674596
0.904  1.3945519987218145       0.0032053885106930746    0.0004789221965633139
0.905  1.3957049464753088       0.003214310689801936     0.0004740777136076346
0.906  1.3968566925714707       0.0032231261402588807    0.00046922509349300867
0.907  1.3980072387947489       0.003231835165134811     0.0004643645295150378
0.908  1.399156586926367        0.0032404380667343524    0.00045949621346563774
0.909  1.40030473874433         0.003248935146601406     0.00045462033564147575
0.91   1.4014516960234285       0.003257326705524477     0.0004497370848675075
0.911  1.402597460535245        0.003265613043538451     0.00044484664849475664
0.912  1.4037420340481608       0.003273794459930812     0.0004399492124163018
0.913  1.4048854183273571       0.003281871253244306     0.00043504496107615864
0.914  1.4060276151348257       0.003289843721279384     0.0004301340774772733
0.915  1.407168626229369        0.0032977121610979765    0.0004252167431877396
0.916  1.4083084533666104       0.0033054768690312653    0.00042029313836389193
0.917  1.4094470982989964       0.0033131381406754645    0.0004153634417387586
0.918  1.4105845627758027       0.003320696270903589     0.0004104278306593656
0.919  1.41172084854314         0.003328151553865677     0.0004054864810765224
0.92   1.412855957343959        0.003335504282987456     0.00040053956755459197
0.921  1.4139898909180566       0.003342754750980781     0.0003955872632901425
0.922  1.415122651002078        0.0033499032498454095    0.00039062974012660234
0.923  1.4162542393295274       0.0033569500708701128    0.00038566716855115146
0.924  1.4173846576307683       0.0033638955046364494    0.00038069971771115263
0.925  1.4185139076330313       0.003370739841022985     0.0003757275554256978
0.926  1.4196419910604192       0.003377483369210399     0.0003707508481975985
0.927  1.4207689096339107       0.003384126377679042     0.0003657697612160504
0.928  1.4218946650713686       0.00339066915421693      0.00036078445837217643
0.929  1.4230192590875426       0.0033971119859237398    0.0003557951022750139
0.93   1.4241426933940742       0.003403455159206814     0.0003508018542461855
0.931  1.4252649696995043       0.0034096989597940386    0.0003458048743509856
0.932  1.4263860897092768       0.0034158436727271813    0.0003408043213868339
0.933  1.4275060551257432       0.003421889582370774     0.0003358003529072562
0.934  1.4286248676481705       0.0034278369724165536    0.0003307931252392038
0.935  1.4297425289727435       0.0034336861258816853    0.00032578279348127737
0.936  1.4308590407925703       0.003439437325108319     0.00032076951149795363
0.937  1.4319744047976906       0.003445090851777799     0.00031575343196932337
0.938  1.4330886226750765       0.003450646986905781     0.00031073470638309786
0.939  1.4342016961086403       0.003456106010841342     0.0003057134850226184
0.940  1.4353136267792408       0.003461468203281637     0.00030068991701925896
0.941  1.436424416364684        0.0034667338432616823    0.00029566415033333016
0.942  1.4375340665397338       0.003471903209164129     0.0002906363317674021
0.943  1.4386425789761121       0.0034769765787188156    0.0002856066069854002
0.944  1.4397499553425086       0.003481954229009876     0.00028057512052326317
0.945  1.4408561973045815       0.003486836436472629     0.0002755420157933841
0.946  1.4419613065249661       0.0034916234768975762    0.0002705074350934922
0.947  1.4430652846632772       0.0034963156254339545    0.00026547151962219573
0.948  1.4441681333761183       0.0035009131565946205    0.00026043440949408136
0.949  1.4452698543170812       0.0035054163442507225    0.00025539624373127623
0.950  1.4463704491367553       0.0035098254616419133    0.00025035716029808697
0.951  1.4474699194827312       0.0035141407813727987    0.00024531729609211794
0.952  1.4485682669996056       0.003518362575420042     0.00024027678696514343
0.953  1.449665493328988        0.003522491115130588     0.00023523576772577215
0.954  1.4507616001095036       0.0035265266712269927    0.00023019437216031946
0.955  1.4518565889767983       0.003530469513803869     0.00022515273302792238
0.956  1.4529504615635471       0.003534319912338546     0.0002201109820845204
0.957  1.454043219499456        0.0035380781356870727    0.00021506925008996092
0.958  1.4551348644112672       0.0035417444520837726    0.0002100276668008938
0.959  1.4562253979227662       0.0035453191291523467    0.00020498636101429213
0.960  1.4573148216547853       0.003548802433899656     0.0001999454605474682
0.961  1.4584031372252093       0.003552194632721495     0.00019490509226205432
0.962  1.4594903462489794       0.0035554959914008144    0.00018986538206755554
0.963  1.4605764503381002       0.0035587067751148282    0.00018482645493689276
0.964  1.4616614511016441       0.0035618272484327917    0.0001797884349121759
0.965  1.4627453501457541       0.0035648576753173344    0.00017475144511669427
0.966  1.4638281490736527       0.003567798319130233     0.00016971560776291028
0.967  1.4649098494856436       0.0035706494426306357    0.000164681044165782
0.968  1.4659904529791203       0.003573411307976837     0.0001596478747427632
0.969  1.467069961148567        0.0035760841767293883    0.0001546162190346756
0.97   1.4681483755855662       0.0035786683098519845    0.00014958619571059373
0.971  1.4692256978788039       0.003581163967713241     0.00014455792257628275
0.972  1.4703019296140731       0.0035835714100866944    0.00013953151658352425
0.973  1.4713770723742798       0.0035858908961539093    0.00013450709383988624
0.974  1.472451127739449        0.0035881226845067005    0.00012948476961938127
0.975  1.4735240972867272       0.003590267033146688     0.00012446465837046006
0.976  1.4745959825903905       0.0035923241994866295    0.000119446873723561
0.977  1.4756667852218461       0.003594294440352641     0.00011443152850043603
0.978  1.4767365067496419       0.0035961780119881936    0.00010941873473457875
0.979  1.4778051487394657       0.0035979751700483398    0.00010440860365390492
0.98   1.4788727127541554       0.0035996861696068194    0.00009940124571539144
0.981  1.4799392003537029       0.003601311265157392     0.00009439677060152363
0.982  1.4810046130952568       0.003602850710612948     0.0000893952872371706
0.983  1.4820689525331283       0.003604304759305066     0.00008439690378381215
0.984  1.4831322202187993       0.00360567366399156      0.00007940172766840448
0.985  1.4841944177009219       0.0036069576768475997    0.0000744098655651726
0.986  1.485255546525329        0.0036081570494768123    0.00006942142342980517
0.987  1.486315608235036        0.003609272032909505     0.00006443650650300725
0.988  1.4873746043702456       0.0036103028775964496    0.00005945521929495712
0.989  1.488432536468355        0.003611249833420871     0.00005447766562749479
0.99   1.4894894060639599       0.0036121131496940073    0.000049503948623463856
0.991  1.4905452146888578       0.003612893075153334     0.00004453417070893195
0.992  1.4915999638720565       0.0036135898579723325    0.00003956843364960605
0.993  1.492653655139775        0.003614203745748057     0.0000346068385121967
0.994  1.4937062900154534       0.003614734985518453     0.00002964948572659054
0.995  1.4947578700197521       0.0036151838237490352    0.000024696475048990862
0.996  1.4958083966705626       0.003615550506341325     0.000019747905594336146
0.997  1.4968578714830085       0.0036158352786315184    0.000014803875834967783
0.998  1.4979062959694514       0.0036160383853913736    9.864483611732311e-6
0.999  1.4989536716394976       0.0036161600708290997    4.9298261317609615e-6
1.     1.5                      0.0036162005785920215    0.
